query_id,rank,chunk_id,document_id,doc_title,doc_source,page_number,similarity_score,chunk_length,chunk_content,Relevance
30,3,252,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,83,0.815036714,139,"person like a failure? Should we not see that lapse as an independent event?
Everyone is going through challenges concealed from the public eye, and we
need the lens of empathy to be able to see that.
This is not to say that we should tolerate abuse or not do the sensible thing and
correct someone when they are wrong, but in order to practise forgiveness, we
have to learn to separate the incident from the person. Disconnecting the person
from the problem starts with the language we use to describe the incident:
Saying ?it is 
my
 problem? causes us to feel guilty, and over time, one may
develop an inferiority complex. We may begin to think that we are not
tough enough to deal with situations and thus we may become morose
over issues.
Saying ?it is 
your",0
31,1,271,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,88,0.869492292,136,"Forgiveness is a deep and often obscure value to understand.
The principles we should know about forgiveness are:
Look beyond the situation: If we are hurt by someone?s
words, try to understand why they spoke them. When people
act harshly towards us, most of the time they are suffering too.
This is empathy.
Separate the episode from the person: Rather than being
affected by the emotion of guilt by saying, ?I am wrong,? or
anger by saying, ?You are wrong,? we should separate the 
I
 or
the 
You
 and deal with the wrong.
Higher purpose: Can we forgive based on a higher principle?
For example, in my story, the husband forgave the wife
because he loved her, and they had a duty to their community
and son. If chosen, this approach takes support and time and",1
31,2,252,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,83,0.849601448,139,"person like a failure? Should we not see that lapse as an independent event?
Everyone is going through challenges concealed from the public eye, and we
need the lens of empathy to be able to see that.
This is not to say that we should tolerate abuse or not do the sensible thing and
correct someone when they are wrong, but in order to practise forgiveness, we
have to learn to separate the incident from the person. Disconnecting the person
from the problem starts with the language we use to describe the incident:
Saying ?it is 
my
 problem? causes us to feel guilty, and over time, one may
develop an inferiority complex. We may begin to think that we are not
tough enough to deal with situations and thus we may become morose
over issues.
Saying ?it is 
your",1
31,3,236,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,78,0.826226592,106,"praise and trust into a person before doing so.
Think: With regard to the story in Nepal, I could deal with the
emotional hurt because I realized how much the individual correcting
me had done for me in the past.
Corrective feedback is an art. It has four principles. Ask yourself:
Am I the right person to give corrective feedback?
Do I have the right motive to give corrective feedback?
Do I know the right way to give corrective feedback?
Is it the right time?
The smooth implementation of these four principles takes time
because giving corrective feedback insensitively has become an
addictive habit for many.",1
32,1,295,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,98,0.829701483,138,"?
What could have driven him to be so competitive?
 I thought as I walked back
into the classroom.
Jealousy or Envy
?One reason I thought of was that he was, possibly, envious of me. When one
harbours ill feelings towards others wanting to be like them or better than them
but does not act on those feelings, it is called jealousy. Although the feeling eats
one up from the inside, one still has the self-control to not harm the other person.
However, when one does act on those feelings, jealously turns into envy. And
envy is the root cause of being competitive with others in a way where one does
not mind going to any extent to take their place.
Uncontrolled Ambition
?Another reason I could think of was that people want to be the best, sometimes",1
32,2,318,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,104,0.823009849,120,"extreme cases like Jaymin?s, when it is impossible to stay surrounded by the
negativity of bosses and colleagues, it is better to move on. Only if you have
another work option, of course.?
Summary:
There are two causes of unhealthy competition, being envious of
someone or uncontrolled ambition.
We compete with people who have the same skills or outlook in life
as us. When another person?s skills have no bearing on our life, we
rarely feel threatened.
Competition is found in all spheres of life. Some examples include
sports, business, politics and the workplace.
Jaymin?s story is an extreme case-study of unhealthy competition.
Healthy competition is about competing with ourselves rather than
others to become a better version of ourselves.",1
32,3,319,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,104,0.807887316,35,"Healthy competition is about competing with ourselves rather than
others to become a better version of ourselves.
There will always be workplace politics but we should learn how to
manage it in a clean way.",1
33,1,296,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,98,0.856507897,126,"Uncontrolled Ambition
?Another reason I could think of was that people want to be the best, sometimes
at any cost. When there are limited resources and many takers, competition is
natural. This is found in all domains of life, from music to sport and even among
other species. Competition is a tendency that occurs in nearly every ecosystem in
nature.
?But human beings are not just another species. They have the ability to
cooperate and subscribe to higher values such as harmony, loyalty and trust. Just
as within natural ecosystems competition is greater within the same species,
within humans competition is fierce within the same company or the same field
of action. We compete with people who have the same skills or outlook in life as",1
33,2,299,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,99,0.851546288,119,"more for oneself. And that?s fine, as long as such competition is driven by sheer
ambition. But when ambition crosses the line of ethics and turns into greed, even
reputed businesses can get involved with scandals as they vie for the largest
piece of the pie.
Politics
Rather than contesting an election based on merit, politicians may sometimes be
seen spreading lies to sway voters, suppressing voters on polling days,
threatening opponents or even assassinating a candidate! And the root cause is
unethical competition.
Workplace
?Although competition in the arena of sports, business or politics may be a
distant reality for many, workplace politics and competition is something they
may have very closely experienced. Gossip, back-stabbing, spreading lies and",1
33,3,319,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,104,0.835749388,35,"Healthy competition is about competing with ourselves rather than
others to become a better version of ourselves.
There will always be workplace politics but we should learn how to
manage it in a clean way.",0
34,1,319,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,104,0.883419156,35,"Healthy competition is about competing with ourselves rather than
others to become a better version of ourselves.
There will always be workplace politics but we should learn how to
manage it in a clean way.",1
34,2,318,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,104,0.842360079,120,"extreme cases like Jaymin?s, when it is impossible to stay surrounded by the
negativity of bosses and colleagues, it is better to move on. Only if you have
another work option, of course.?
Summary:
There are two causes of unhealthy competition, being envious of
someone or uncontrolled ambition.
We compete with people who have the same skills or outlook in life
as us. When another person?s skills have no bearing on our life, we
rarely feel threatened.
Competition is found in all spheres of life. Some examples include
sports, business, politics and the workplace.
Jaymin?s story is an extreme case-study of unhealthy competition.
Healthy competition is about competing with ourselves rather than
others to become a better version of ourselves.",0
34,3,297,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,98,0.821755946,103,"of action. We compete with people who have the same skills or outlook in life as
us. An engineer competes with another engineer, a musician with another
musician and a doctor with another doctor. When another person?s skills have no
bearing on our life, we rarely feel threatened. But if someone can outperform us
by doing better in what we aspire to do, the base tendencies of competition can
settle in.
Sports
Every sport has an element of competition to it and there is a joy in pushing
yourself to the limit. But when the stakes are high, the prestige and prize of",0
35,1,309,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,102,0.832693458,153,"yesterday. The actor Matthew McConaughey spoke about this principle in his
2014 Oscar acceptance speech.?
?Oh, yes. I have seen it on YouTube,? Harry replied.
Since the car was still at a halt, I pulled out my phone and played the short
video.
The words of the American actor echoed around the car: ?And to my hero.
That?s who I chase. Now when I was fifteen years old, I had a very important
person in my life come to me and say, ?Who?s your hero?? And I said, ?I don?t
know, I gotta think about that. Give me a couple of weeks.? I come back two
weeks later, this person comes up and says, ?Who?s your hero?? I said, ?I
thought about it. You know who it is? It?s me in ten years.? So I turned twenty-
five. Ten years later, that same person comes to me and says, ?So, are you a",1
35,2,230,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,76,0.775877714,146,"blunt and abusive can be emotionally draining for both, and the person receiving
the feedback switches off after some time. As is commonly said, ?It was not
what you said, it?s how you said it.? Our tone of voice, body language and facial
expressions account for more than the words we use.
Is it the right time?
?The most ironic moment of my life occurred at Soho Square, central London. I
had just finished giving a one-hour presentation on overcoming fault-finding,
and a man came up to me at the end and said, ?Thank you for the class, but I
really hated it.? I sat there stunned as he listed 
in detail
 what he did not like
about the class and my delivery. I felt as Jill would have if Jack had shrieked
about the bland soup. It was horrible to experience someone giving me harsh",0
35,3,261,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,85,0.770200789,141,"What shall I do?
 I thought. I am no one?s
guru. Everyone must make their own choices; nobody should 
tell
 us what to do,
but good advice greatly helps us in our growth. With that in mind I asked, ?Do
you love your wife??
?Without a doubt,? he said.
?You should always keep that in mind when making any decisions. But right
now, you only have two choices.? He calmed down a little. ?Do you want to
choose justice or do you want to choose forgiveness? Either is fine, but you have
to make the choice?justice may cost you your marriage and this news may go
public, ruining many lives. And that?s fine, if justice is what you need. People
have their own capacity for what is acceptable to them and what is not.?
He started to focus on his priorities.",0
36,1,308,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,101,0.836423874,52,"people, on the other hand, grow by developing themselves. They know that
nobody is their competition. They are their own competition. Every day they
keep striving to become better versions of themselves, even if the growth is only
a tiny fragment. They feel uncomfortable if they remain the same as they were",0
36,2,320,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,105,0.833749533,148,"FOURTEEN
Self-Discovery
To find your purpose in life, you must go on a journey of self-discovery.
?Sometimes the warrior feels as if he were living two lives at once . . . 
There is a bridge that links
what I do with what I would like to do
, he thinks. Slowly, his dreams take over his everyday life, and
then he realizes that he is ready for the thing he always wanted. Then all that is needed is a little
daring, and his two lives become one.?
?Paulo Coelho
Harry thanked me for the insights. Wanting to take the conversation further, he
asked, ?What do you think is the key element needed for self-improvement and
competition with oneself??
?If there is one thing that I think is the foundation of growth, it is
understanding who you are. You can only compete with yourself if you have a",1
36,3,321,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,105,0.833487451,137,"?If there is one thing that I think is the foundation of growth, it is
understanding who you are. You can only compete with yourself if you have a
clear idea of your potential, your capacities and certainly your limitations,? I
replied.
Harry listened with great interest as I elaborated the concept further.
Understanding Ourselves
We have to understand ourselves to be able to compete with ourselves. What are
our tendencies? What do we like? What do we not like? Where do we want to be
in the future? These are only a few preliminary questions we need to answer to
succeed. And this process of inquiry begins our journey of self-discovery.
We know by now that giving and receiving gifts can strengthen our
relationships. One story about giving gifts which I find hilarious is about a",1
37,1,340,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,111,0.896754742,117,"Summary:
We should understand ourselves to know what is meaningful to us,
and what we want to devote our time to. This can be done by
understanding our purpose, which takes dedication and patience.
Discovering our purpose is exciting, just as opening a gift gives the
feeling of anticipation and joy. Reaching our purpose in life is a
journey, not an event.
The Japanese have a model called ikigai or a ?reason to live?, which
is composed of four traits we need to understand: What do we love?
What are we good at? What does the world need? What can we be
paid for? Sairaj and his family discovered that for him early on in his
life.",1
37,2,334,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,109,0.884046376,147,"On the way back to the ashram after dinner, I thought to myself that if
someone chooses what they love to do, there is no stress in their life. As they
say, ?If you do what you love, you will never have to work a day in your life.?
However, in reality, the majority of people are doing what they do not love to do,
day in and day out.
Ikigai
Just like Sairaj, we all need to find purpose in our life, which has been linked
with longer and happier lives. There are many psychological models that can aid
us on our path to living fulfilling lives, one of which is the Japanese concept of
ikigai
.
Ikigai has no direct English translation, but is understood to mean ?a reason to
live? or having purpose in life. It comes from Japan, the country with the highest",1
37,3,341,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,112,0.875298679,47,"If we are older and have not yet figured out our purpose, we can
follow the principle: love what we have to do and do what we love to
do.
Note: To help you find your ikigai, you can complete an exercise in
Appendix 2
 (Ikigai Worksheet).",1
38,1,320,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,105,0.857451975,148,"FOURTEEN
Self-Discovery
To find your purpose in life, you must go on a journey of self-discovery.
?Sometimes the warrior feels as if he were living two lives at once . . . 
There is a bridge that links
what I do with what I would like to do
, he thinks. Slowly, his dreams take over his everyday life, and
then he realizes that he is ready for the thing he always wanted. Then all that is needed is a little
daring, and his two lives become one.?
?Paulo Coelho
Harry thanked me for the insights. Wanting to take the conversation further, he
asked, ?What do you think is the key element needed for self-improvement and
competition with oneself??
?If there is one thing that I think is the foundation of growth, it is
understanding who you are. You can only compete with yourself if you have a",0
38,2,340,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,111,0.818891943,117,"Summary:
We should understand ourselves to know what is meaningful to us,
and what we want to devote our time to. This can be done by
understanding our purpose, which takes dedication and patience.
Discovering our purpose is exciting, just as opening a gift gives the
feeling of anticipation and joy. Reaching our purpose in life is a
journey, not an event.
The Japanese have a model called ikigai or a ?reason to live?, which
is composed of four traits we need to understand: What do we love?
What are we good at? What does the world need? What can we be
paid for? Sairaj and his family discovered that for him early on in his
life.",1
38,3,321,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,105,0.818433881,137,"?If there is one thing that I think is the foundation of growth, it is
understanding who you are. You can only compete with yourself if you have a
clear idea of your potential, your capacities and certainly your limitations,? I
replied.
Harry listened with great interest as I elaborated the concept further.
Understanding Ourselves
We have to understand ourselves to be able to compete with ourselves. What are
our tendencies? What do we like? What do we not like? Where do we want to be
in the future? These are only a few preliminary questions we need to answer to
succeed. And this process of inquiry begins our journey of self-discovery.
We know by now that giving and receiving gifts can strengthen our
relationships. One story about giving gifts which I find hilarious is about a",1
39,1,344,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,113,0.858899474,55,"ambition to achieve is compromised. You become satisfied?Zen, like you,? he
said.
?Do I look satisfied?? I asked.
?Well, sort of. I know you?re busy, but don?t you think you would have been
more ambitious if you did not practise spirituality? I am sure some of your
friends are now millionaires in America!? he said.",1
39,2,351,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,115,0.858516991,129,"to our mind, but it does not give deep satisfaction to the heart. Only giving does
that. Therefore, I encourage people to passionately pursue their ambitions. But I
also tell them that when God blesses us with more because of doing so, we
should not only increase the standard of our living but also the standard of our
giving.
?I don?t have a rebuttal to that. However, let?s say that my ambition does not
get affected by practising spirituality, does it make me lose my cutting edge??
Harry asked vaguely.
?How so?? I replied as we neared the temple.
?There is this perception about spiritualists. If you tell someone that you
practise spirituality, they look at you funny, as if your ideas and lifestyle are so
backward,? he whined.",1
39,3,345,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,114,0.851767659,141,"It was a slightly cutting remark, but I was used to it. It?s one of the greatest
misconceptions of spirituality. Among many others, this misconception was also
addressed by Sri Krishna in the Bhagavad Gita.
?Let me take your mind back to the battlefield of Kurukshetra,? I said.
Does Spirituality Kill Ambition?
By now we all know what happened to Arjuna, just as he was about to engage in
warfare. For us, it would not be surprising to have a nervous breakdown before
battle; most of us are not trained in the military arts and would be fearful of our
own deaths. But not Arjuna. He feared harming his grandfathers, his teachers
and his own brothers who stood on the other side with arms in hand. He had a
strong sense of compassion, but it was misplaced. Not fighting would have",1
40,1,364,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,119,0.864120364,135,"There are many misconceptions when it comes to being a spiritual-
minded person and being successful in the world.
One is that spirituality kills our ambitions and zest to achieve. This is
false because spirituality just changes our motive to achieve. It makes
us want to be hugely successful so that we can have the resources to
help others. The story of Krishna and Arjuna in the Gita explains
more: Fight and achieve to help others, but be internally content in
your personal life.
Another is that spiritual people get walked over in business because
of their values. The story of the sage and the snake describes how we
should stick to our values but be meticulous and straightforward in
business.
Though we can make as much money as we desire, and use it to",1
40,2,351,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,115,0.844506025,129,"to our mind, but it does not give deep satisfaction to the heart. Only giving does
that. Therefore, I encourage people to passionately pursue their ambitions. But I
also tell them that when God blesses us with more because of doing so, we
should not only increase the standard of our living but also the standard of our
giving.
?I don?t have a rebuttal to that. However, let?s say that my ambition does not
get affected by practising spirituality, does it make me lose my cutting edge??
Harry asked vaguely.
?How so?? I replied as we neared the temple.
?There is this perception about spiritualists. If you tell someone that you
practise spirituality, they look at you funny, as if your ideas and lifestyle are so
backward,? he whined.",0
40,3,353,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,116,0.842973173,148,"?That?s true, but in the office . . .?
?So we?re talking about the office!? I interrupted and laughed. ?Why did you
not say so? We just talked about office politics and how an office is merely a
microcosm.?
Harry blushed. ?In the office . . .? he paused. ?If you tell people that you are
having a monk over for lunch, they think you are slightly odd. People feel that
because you like meditation and yoga and are trying to be humble, others can
take advantage of you.? I understood what Harry was trying to say.
?That is another misconception that is found in the working world: if you are
trying to be virtuous, people will take advantage of you; that spiritual people will
get walked over in business. Let me tell you an ancient story of why that is not
true.?
The Sage and the Snake",1
41,1,366,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,120,0.850412667,138,"SIXTEEN
Integrity and Character
Spirituality helps develop good character. It is character that shines bright when words fail to do so.
?Live your life in such a way that those who know you but don?t know God, will come to know God
because they know you.?
?Anonymous
What motivates people to act righteously? Is it the lectures they listen to from
charismatic speakers? Is it the entertaining philosophy they hear? Or is it the
electrifying mood of the events they attend? All these can help, but according to
spiritual literature, what motivates people to take action is not the conviction in
their heads, but the inspiration of their hearts.
This is because people are touched more by what we do than what we say. We
feel inspired by those who live with the right conduct, character and integrity,",0
41,2,375,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,122,0.848665595,135,"representing spirituality rightly. Hitesh later told me about this man?s
conversation with the temple monks on this. ?At first the man whom I called
about the dent was nervous that I would be angry. To his shock, he got a call
saying that I wanted to give a larger donation. I suppose my car was blessed by
Shri Jagannath,? he laughed.
Philosophy without good character is of little or no value. There are three
aspects of spirituality in practice:
Vichaar
: The philosophy that we seek answers from. This helps us
understand how life should be lived, and how spirituality should be
practised. These concepts, in turn, are the universal lighthouse principles
that guide us towards living a life of value.
Aachaar
: Based on the philosophy is the physical action which leads to a",1
41,3,2,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,3,0.847376347,72,"Contents
Preface
1. Forgetting the Keys
2. Seeing beyond the Obvious
3. The Journey Begins
WHEEL 1: PERSONAL LIFE
4. Growing through Gratitude
5. Press Pause
6. Why Worry
7. Spiritual Practice
WHEEL 2: RELATIONSHIPS
8. Speaking Sensitively
9. A Virtuous Vision
10. Correcting Cautiously
11. Forgiveness
12. Association Matters
WHEEL 3: WORK LIFE
13. Competition Crossroads
14. Self-Discovery
15. Decoding Spirituality at Work
16. Integrity and Character
WHEEL 4: SOCIAL CONTRIBUTION",0
42,1,391,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,129,0.905127883,140,"cream. There is no dessert as delicious as ice cream, especially in the tropics.
However, the ideology behind the ice cream is: enjoy your life before it melts. It
symbolizes hedonism; to savour every moment of your life through personal
enjoyment.
On the other hand, the candle is symbolic of another ideology: to give light to
others before it melts. Both ice creams and candles melt, but their reason for
doing so are completely different. The candle is formed from wax. Its very
essence is burnt just to give light for other people to see. This is the selfless
nature of a candle.
On the spectrum below where do you lie?
I am sure that you do not think of yourself as completely selfish. Nor can you
put yourself down as completely selfless. We are all somewhere in between. Just",1
42,2,398,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,131,0.873009324,150,"had nearly forgotten his phone and shoes at the temple. The rage he had spoken
with about his wife earlier seemed completely pacified. Sometimes it is in
testing situations that we realize how much love we feel for someone.
As we zoomed in and out of traffic, back along the shore, I turned to Harry
and said, ?Don?t worry, Harry. Everything is going to be fine. See how much
love you have for your wife.? He gave me half a smile in gratitude, and then
focused his attention fully on the road again. I returned to my thoughts.
Summary:
The philosophy of an ice cream is: Enjoy it before it melts.
The philosophy of a candle is: Give light to others before it melts.
In order to be happy, we should shift our attitude from being an ice
cream to a candle, from being selfish to selfless. This is shown",1
42,3,392,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,129,0.853493094,42,"put yourself down as completely selfless. We are all somewhere in between. Just
because we cannot be candles fully, it does not mean we should simply remain
selfish at the ice-cream end. The journey of life is moving from being an ice",1
43,1,393,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,130,0.846188486,145,"cream to being a candle. That is the purpose of everyone?s life at the core: to
share, give and contribute to others.
?But why have we discussed three wheels about ourselves first, then?? you
might ask. ?If the purpose of life is to give to others, why have we discussed
understanding ourselves, being happy at work and in our relationships? Does this
not sound selfish??
To understand this we have to learn from the oxygen mask.
A lot of stories in this book have been from my travels. Every flight has safety
instructions that we all must follow. Some are about routine things like wearing a
seat belt while others are for emergencies, which we hope that we never have to
use, like wearing a life jacket or an oxygen mask.
As the members of the cabin crew demonstrate the oxygen mask on the plane,",1
43,2,394,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,130,0.84276247,133,"use, like wearing a life jacket or an oxygen mask.
As the members of the cabin crew demonstrate the oxygen mask on the plane,
the cabin supervisor makes an announcement, ?If there is a lack of oxygen
supply in the cabin, oxygen masks will drop down from the panel above your
heads. To activate the flow of oxygen, pull the mask towards you sharply, place
it firmly over your nose and mouth, secure the elastic band behind your head and
breathe normally. 
Make sure that your mask is securely fastened before you help
children, infants or others.
? Does this last part not sound selfish? Surely we
should be helping others before we help ourselves! However, it should be
understood that unless we help ourselves and breathe in oxygen, we cannot be of",1
43,3,389,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,128,0.832363009,27,"thought of how he at that moment was representing wheel four: to be selfless and
to give back.
The Ice Cream, the Candle and the Oxygen Mask",1
44,1,399,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,131,0.86712563,58,"In order to be happy, we should shift our attitude from being an ice
cream to a candle, from being selfish to selfless. This is shown
through service.
We must be wary of compassion fatigue. This means we must have
all our wheels balanced as we try to help others. This is the principle
of being selfishly selfless.",1
44,2,395,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,130,0.862537742,137,"understood that unless we help ourselves and breathe in oxygen, we cannot be of
any real help to others. We can only share wealth with others if we possess
wealth. Similarly, we can love others only if we know what it feels like to be
loved. We can only bring hope to others if we feel hope for ourselves. In
conclusion, we can only give to others what we possess.
If we try to help others without being satisfied and balanced in the first three
wheels, we will not be able to give them something of value, and we could even
experience ?compassion fatigue?. Compassion fatigue is a state of stress
experienced by those who help others to the extent that they start suffering
because of their preoccupation with the suffering of others. It can be detrimental",1
44,3,396,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,130,0.836181223,66,"because of their preoccupation with the suffering of others. It can be detrimental
to care too much; caregivers who do not focus on self-care can develop
destructive behaviours over time. Therefore, we need to be slightly selfish to
start our journey on a sure footing in order to reach the stage where we can
afford to be completely selfless without causing damage to our own well-being.",1
45,1,400,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,132,0.863318682,134," EIGHTEEN
Family First
The first step in selflessness is to practise it with our family.
?You don?t choose your family. They are God?s gift to you, as you are to them.?
?Desmond Tutu
Our journey of selflessness from an ice cream to a candle must start somewhere.
Often, people can display selflessness outside their home. People may help out
in their community, or at temples or schools, and some may even make sure that
they get a selfie to announce to the world that they have helped. But at home,
they may not express the same service mentality. I believe that selflessness starts
at home; with the ones we love the most. Are we doing what we can to help
them? Are we there for them to help them physically as well as emotionally?",1
45,2,396,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,130,0.854387641,66,"because of their preoccupation with the suffering of others. It can be detrimental
to care too much; caregivers who do not focus on self-care can develop
destructive behaviours over time. Therefore, we need to be slightly selfish to
start our journey on a sure footing in order to reach the stage where we can
afford to be completely selfless without causing damage to our own well-being.",0
45,3,411,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,135,0.852124929,136,"I wanted to tell Harry this story, but it was not the right time. His situation was
very similar to Lata?s. Just as she ran to help her love, Harry was doing
everything he could at that moment to help his. Selflessness starts with our
family, but it should not just end there. To expand our circle of selflessness, we
should help those outside of our immediate care and affection too.
Summary:
On one level, we practise selflessness in helping our family. Our day-
to-day sacrifices to maintain our family relations are acts of
selflessness. We do not necessarily have to run marathons like Lata
Khare to display our devotion to those we love.
Our circle of selflessness should not end with our family. We should
help those outside of our immediate care and affection too.",1
